"Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords"
"Tailored high-entropy alloy nanomaterials for electrocatalytic applications","2025","EnergyChem","3","10.1016/j.enchem.2025.100155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000560855&doi=10.1016%2Fj.enchem.2025.100155&partnerID=40&md5=7afcfabe5c79f1570aab926e65f44a52","High-entropy alloy (HEA) nanomaterials have garnered extensive attention over the past few years for their intriguing properties over conventional simple alloys. The applications of HEA nanomaterials in electrocatalysis open prospective new avenues for catalyst discovery and performance optimization. The expansive compositional space, random atomic arrangement, and complex coordination environment endow HEA catalysts with tremendous tunability, which in turn calls for more effective and general design strategies in the catalysis community. An in-depth comprehension of the structure-performance relationship of HEA electrocatalysts is urgently needed to advance their reasonable development further. In this review, design methodologies of HEA nanomaterials are first discussed from four aspects, i.e., the composition, size, shape, and crystal structure, with the ultimate goal of achieving optimal catalytic activity, selectivity, and stability. Subsequently, recent progress in diverse electrochemical reactions, including hydrogen evolution, hydrogen oxidation, oxygen evolution, oxygen reduction, carbon dioxide reduction, alcohol oxidation and nitrate reduction, is summarized with a focus on the design principles of HEA catalysts toward specific reactions. Last, current tasks and future outlooks in this burgeoning field are proposed. Overall, this review is dedicated to leveraging the potential of HEA nanomaterials for efficient and sustainable energy storage and conversion. © 2025 Elsevier B.V., All rights reserved.","Design Methodologies; Electrocatalysis; Energy Conversion; High-entropy Alloys; Nanomaterials; Catalytic Oxidation; Crystal Atomic Structure; Electrolytic Reduction; Energy Efficiency; Entropy; Alloy Catalyst; Design Methodology; Electrocatalytic; Energy; High Entropy Alloys; Performance Optimizations; Property; Prospectives; Simple++; ]+ Catalyst; Nanoclay"
"Recent progress of hydrogen-bonded organic framework-based photocatalysis","2025","EnergyChem","1","10.1016/j.enchem.2025.100151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000456628&doi=10.1016%2Fj.enchem.2025.100151&partnerID=40&md5=a73609fd685b0dd9be3581face494090","Photocatalysis has emerged as a promising sustainable approach for solar-to-chemical energy conversion to deal with global energy and environmental issues. The newly developed hydrogen-bonded organic frameworks (HOFs) have attracted significant attention as novel photocatalysts owing to their low-energy synthesis, unique solution processability, as well as molecular-level designability and crystalline porous characteristics. So far, HOF-based photocatalysts have been applied in CO<inf>2</inf> reduction, water-splitting H<inf>2</inf> evolution, pollutant degradation, organic transformations, and so on. This review focuses on the fundamental understanding of HOF properties for photocatalysis and the recent achievements of HOF-based photocatalytic applications. Furthermore, perspectives on current challenges and future issues for HOF-based photocatalysts are proposed. © 2025 Elsevier B.V., All rights reserved.","Co2 Reduction; H2 Evolution; Hydrogen-bonded Organic Frameworks; Organic Transformation; Photocatalysis; Pollutant Degradation; Chemical Energy; Co 2 Reduction; Energy Issues; Global Energy; H 2 Evolution; Hydrogen-bonded Organic Framework; Organic Transformations; Organics; Pollutant Degradation; Recent Progress"
"Recent progress in oxygen electrocatalysts for aprotic lithium-oxygen batteries","2025","EnergyChem","1","10.1016/j.enchem.2025.100150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000301746&doi=10.1016%2Fj.enchem.2025.100150&partnerID=40&md5=44a152c79d1c96db2ef773f9d20df32e","Lithium-oxygen (Li-O<inf>2</inf>) battery has gained wide interests as one potential energy storage solution for renewable energy due to its ultrahigh specific energy (∼3500 Wh kg-1). Currently, its development has suffered from technical issues including poor rate capability, low round-trip efficiency and inferior cycling stability, which stem from the sluggish kinetics of oxygen reduction reaction and oxygen evolution reaction, irreversible formation/decomposition behavior of Li<inf>2</inf>O<inf>2</inf> and parasitic reaction during discharge and charge processes. Thus, developing highly efficient electrocatalysts towards oxygen electrode reactions is urgently needed. In this review, we firstly discuss the basic structure and fundamental chemistry of Li-O<inf>2</inf> batteries. Key performance indexes of electrocatalyst are then highlighted and the effects of these key performance indexes of electrocatalysts on the surface and interface chemistry of oxygen electrode reactions in Li-O<inf>2</inf> battery are extensively clarified. Accordingly, the structure-performance relationships of different kinds of electrocatalysts are comprehensively discussed for non-aqueous Li-O<inf>2</inf> battery. Finally, we conclude with a summary on the challenges for achieving high-efficiency electrocatalysts and an outlook on pointing out the promising approaches for developing advanced oxygen electrocatalyst for Li-O<inf>2</inf> battery. © 2025 Elsevier B.V., All rights reserved.","Oxygen Evolution Reaction; Aprotic; Electrode Reactions; Key Performance Index; Lithium/oxygen Batteries; Oxygen Electrode; Potential Energy Storage; Recent Progress; Renewable Energies; Specific Energy; Storage Solutions"
"Manganese dioxide cathode materials for aqueous zinc ion battery: Development, challenges and strategies","2025","EnergyChem","6","10.1016/j.enchem.2025.100152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000211187&doi=10.1016%2Fj.enchem.2025.100152&partnerID=40&md5=4f178098ec1e560173b88f9a3b9c01ee","The construction of new energy sources and their energy storage systems will be a key part of achieving the goal of green and sustainable development. Aqueous zinc ion batteries (AZIBs) have gradually made significant development in large-scale energy storage with their excellent safety performance, low cost and long cycle life. MnO<inf>2</inf> have become one of the most promising cathode materials for AZIBs due to their high theoretical capacity, wide operating voltage, abundant raw material storage, and low cost. However, the energy storage mechanism of MnO<inf>2</inf> cathode has been controversial, while MnO<inf>2</inf> face inherent issues such as Jahn-Teller effect, poor transport dynamics and severe structure degradation. To make a breakthrough from the perspective of MnO<inf>2</inf> application, a comprehensive understanding of MnO<inf>2</inf> is urgent. Herein, we present the development, challenges and strategies of MnO<inf>2</inf> cathode materials for AZIBs in this review. Specifically, we first introduce the history of the development of MnO<inf>2</inf>, from its initial application in alkaline batteries to the current high energy density batteries, followed by the discussions on the crystal structure, energy storage mechanism, main challenges and strategies. Finally, we provide innovative solutions to the bottlenecks in the development of MnO<inf>2</inf>, as well as recommendations, conclusions and outlooks for its future research directions. We anticipate that in-depth research on MnO<inf>2</inf> will facilitate the commercialization of the next generation of high-performance AZIBs. © 2025 Elsevier B.V., All rights reserved.","Aqueous Zinc Ion Batteries; Crystal Structures; Energy Storage Mechanism; Mno2 Cathodes; Aqueous Zinc Ion Battery; Cathodes Material; Crystals Structures; Energy; Energy Storage Mechanism; Ion Batteries; Mno 2; Mno2 Cathode; Storage Mechanism; Zinc Ions; Jahn-teller Effect"
"3D network of graphene materials for alkali metal ion batteries","2025","EnergyChem","7","10.1016/j.enchem.2025.100149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218271790&doi=10.1016%2Fj.enchem.2025.100149&partnerID=40&md5=f62e80d1e0392b65a57a92c0b38c827e","With the rapid advancement of the economy, the commercial landscape of lithium-ion batteries has expanded significantly. However, traditional graphite anodes are often inadequate for applications demanding high energy and power densities, such as in drones and electric vehicles, due to limited capacity and rate capability, necessitating enhancements. Emerging sodium and potassium-ion batteries, with resource availability estimated to be 1000 times that of lithium, are particularly suited for grid-level energy storage, supporting photovoltaic systems. Given the physical and chemical advantages of carbon materials, there has been increasing interest in advanced carbon structures for lithium-, sodium-, and potassium-ion batteries. Notably, 3D network of graphene offers pathways for enhanced ion diffusion and electron transport, and its expanded interlayer spacing holds promise for sodium and potassium storage, potentially improving capacity, power, and longevity as a binder-free anode. This review elucidates the preparation techniques for 3D-network graphene, examines its applications in alkali ion battery cathodes and anodes, and discusses future advancements in this area. © 2025 Elsevier B.V., All rights reserved.","3d Network; Graphene; Lithium Ion Battery; Potassium Ion Battery; Sodium Ion Battery; 3d Networks; Alkali-metal Ions; Graphenes; Ion Batteries; Lithium Ions; Potassium Ion Battery; Potassium Ions; Sodium Ion Batteries; Sodium Ions"
"Controlling rhodium-based nanomaterials for high-efficiency energy-related electrocatalysis","2025","EnergyChem","4","10.1016/j.enchem.2025.100148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218241019&doi=10.1016%2Fj.enchem.2025.100148&partnerID=40&md5=a47ac546c820e9d02f667b415bb7cad1","The design and control of rhodium (Rh)-based nanomaterials have become critical strategies for enhancing electrocatalyst performance in energy-related applications. Recent advancements in this field have led to the development of diverse Rh-based nanostructures with tailored properties, achieving significant improvements in catalytic efficiency and durability. Thus, a comprehensive understanding of Rh-based nanomaterials, and their roles in electrocatalysis is vital for advancing future research and application. This review systematically summarizes design strategies and structural characteristics of various Rh-based nanomaterials, including three-dimensional (3D), two-dimensional (2D), one-dimensional (1D), zero-dimensional (0D) structures such as clusters and single-atom catalysts. Additionally, we highlight electrochemical performance enhancement strategies through catalyst design, including surface and interface engineering, strain engineering, defect engineering, and alloying effect. Furthermore, we discuss their applications in critical electrocatalytic reactions, including water electrolysis, nitrogen cycle processes, and fuel cell cathode and anode reactions, while analyzing their structure-activity relationships and mechanisms. This review serves as a critical link between material design and electrocatalytic performance of Rh-based nanomaterials, offering an invaluable reference for researchers in the field. Finally, we also identify key challenges and propose future opportunities to inspire the rational design of Rh-based catalysts for sustainable energy technologies. © 2025 Elsevier B.V., All rights reserved.","Electrocatalysis; Energy Conversion; Promotion Strategy; Rhodium-based Nanomaterial; Structural Engineering; Cell Engineering; Catalytic Efficiencies; Design And Control; Energy; Future Applications; Higher Efficiency; Performance; Promotion Strategies; Research And Application; Rhodium-based Nanomaterial; Tailored Properties; Nanoclay"
"Research progress of coordination materials for electrocatalytic nitrogen oxides species conversion into high-value chemicals","2025","EnergyChem","3","10.1016/j.enchem.2025.100146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217229669&doi=10.1016%2Fj.enchem.2025.100146&partnerID=40&md5=cd157f87bac3be0aa7958c9b93417e52","The pervasive utilization of fossil fuels precipitates a surge in nitrogen oxides (NOx) emissions, adversely impacting both environmental quality and human well-being. How to effectively manage these waste products is a global issue. Electrochemical NO<inf>x</inf> reduction powered by renewable energy represents an innovative strategy for environmental remediation and synthesis of valuable nitrogen-containing chemicals. Coordination materials with flexible regulatory characteristics have emerged as promising candidates in the electro-conversion of NO<inf>x</inf> into valuable nitrogen-containing chemicals, including inorganics (ammonia and hydroxylamine), and organic compounds (amino acids, oximes, urea, amides, and amines). This review delineates recent advancements in the utilization of coordination materials for the electrochemical conversion of NO<inf>x</inf> into valuable nitrogenous chemicals, aiming to build a novel bridge between inorganic and organic chemistry. © 2025 Elsevier B.V., All rights reserved.","Active Hydrogen; C-n Coupling; Coordination Materials; Electrocatalysis; Nox Reduction; Ammonia; Nitrogen Oxides; Active Hydrogens; C-n Coupling; Coordination Materials; Electrocatalytic; Environmental Quality; High-value Chemicals; Nitrogen Oxide Emissions; Nitrogen Oxide Species; No X; No X Reduction; Amines"
"Activity rationalization and mechanism tracking of CO2 photoreduction over 2D-based layered-bismuth-oxyhalides","2025","EnergyChem","1","10.1016/j.enchem.2025.100143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216794229&doi=10.1016%2Fj.enchem.2025.100143&partnerID=40&md5=3e06588de7ddd326da90f142551767ca","The layered bismuth oxyhalides (LBO)-based photocatalysts recently delivered exceptional potential in producing valued chemical energy through the photocatalytic CO<inf>2</inf> reduction process (PCRP). However, a comprehensive review is lacking which can simultaneously underscore recent activity rationalization and mechanism tracking of LBO-driven PCRP. So, we present a review that uncovers different innovative methods enabling the transitions of physicochemical and optoelectronic properties in LBO-based photocatalysts, leading to efficient PCRP. Wherein particular focus is on accelerating the charge carrier dynamics (e.g., electron/hole separation/transfer), minimizing the electron/hole recombination, refining the structure/morphology, and ensuring charge-localized active sites in LBO-based photocatalysts. Specifically, the review began with highlighting the significance of LBO-driven PCRP, its thermodynamical/kinetical aspects, PCRP-associated reaction pathways, PCRP reactor setup, and charge-transferring modes-based division of PCRP. Next, it unravels PCRP activity advancement and in-situ mechanism tracking by depicting exclusive recent examples. Finally, the challenges to LBO-driven PCRP, their solutions, and a feasible future outlook are underlined. This review may offer extendable aspects that could be applied to other materials for driving various redox reactions. © 2025 Elsevier B.V., All rights reserved.","Active Sites; Bismuth Oxyhalides; Charge Carrier Dynamics; Chemical Energy; Co2 Reduction; Charge Transfer; Reaction Kinetics; Redox Reactions; Active Site; Bismuth Oxyhalides; Charge Carrier Dynamics; Chemical Energy; Co 2 Reduction; Innovative Method; Photo Reduction; Photo-catalytic; Rationalisation; Reduction Process; Photocatalytic Activity"
"Functional additives for proton exchange membrane fuel cells","2025","EnergyChem","3","10.1016/j.enchem.2025.100144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216720240&doi=10.1016%2Fj.enchem.2025.100144&partnerID=40&md5=23400b273d4b9349a5ae7598814b9b83","Proton exchange membrane fuel cell (PEMFC) is an electrochemical energy conversion system with remarkable efficiency and eco-friendly operation. It holds immense promise and application potential in facilitating the transition towards sustainable energy solutions. Nevertheless, the widespread commercial adoption of PEMFCs is hindered by the immaturity of individual components within the system. Chief among these obstacles are the high cost and inadequate activity of the cathode catalyst, limited proton conductivity of the PEM, and fuel starvation issues at the anode. Furthermore, concerns regarding the mass transport limitation and the degradation of the membrane electrode assembly (MEA) during practical operation collectively impede performance optimization and lifetime extension. Despite the advancements in delicate catalyst design, the complex synthesis processes coupled with trial-and-error methodologies complicate scalability for large-scale applications. In response to these multifaceted challenges, incorporating functional additives (FAs) has emerged as a promising and versatile strategy. These smart additives, with diverse and unique functions, have rapidly gained traction and are being applied across nearly all components of the MEA. However, research efforts to utilize FAs to achieve high-performance and durable PEMFCs are not comprehensively documented, particularly concerning the underlying operational mechanisms. This review aims to bridge this knowledge gap by consolidating current understanding, providing a detailed analysis of the diverse mechanisms at play, and highlighting both the merits and limitations associated with the FA strategy. We aspire to offer valuable insights into this emerging field and contribute to the innovation of next-generation functional additives tailored for advanced PEMFC systems. © 2025 Elsevier B.V., All rights reserved.","Durability Issue; Functional Additives; Mass Transport Limitation; Membrane Electrode Assembly; Proton Exchange Membrane Fuel Cell; Mass Transportation; Nafion Membranes; Cell-be; Cell/b.e; Cell/be; Durability Issue; Electrochemical Energy Conversions; Functional Additives; Mass Transport Limitation; Membrane Electrode Assemblies; P.e.m.f.c; Proton-exchange Membranes Fuel Cells; Proton Exchange Membrane Fuel Cells (pemfc)"
"Performance optimization by antioxidant strategies for proton exchange membrane fuel cells: Recent progress and future","2025","EnergyChem","7","10.1016/j.enchem.2024.100142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212962821&doi=10.1016%2Fj.enchem.2024.100142&partnerID=40&md5=d93fc77c442c33b2dcccd4f04a453e51","Although proton exchange membrane fuel cells (PEMFCs) have become a potential replacement for traditional energy sources because of their minimal environmental impact and superior efficiency, their vulnerability to degradation caused by in situ generated peroxide and oxygen radical species has seriously hindered their widespread application. To mitigate the negative effects of chemical attack on components of PEMFCs, especially on proton exchange membranes (PEMs), there has been significant efforts devoted in employing antioxidant strategies as the preferred solution, which can directly eliminate and remove harmful peroxide and oxygen radical species. However, due to the rigorous operating conditions, such as low pH, electric potential, water flow, and ion exchange/concentration gradient, undesirable degradation occurred for antioxidant additives. Moreover, the diminished activity and capability of antioxidants resulting from alterations in the physical state, such as migration, agglomeration, and dissolution, are also crucial factors to be taken into account. In this review, we mainly focus on the recent advancements in antioxidant therapy in enhancing the durability of PEMs, especially offering a comprehensive overview of advanced techniques for designing synthetic compounds and conducting thorough analyses of antioxidants to enhance activity-stability factors, aiming to inspire further advancements in this exciting field. © 2024 Elsevier B.V., All rights reserved.","Antioxidant Strategy; Durability Enhancement; Fuel Cells; Polymer Electrolyte Membrane; Radical Scavengers; Peroxides; Antioxidant Strategy; Durability Enhancement; Oxygen Radical; Performance Optimizations; Polymer Electrolyte Membranes; Proton Exchange Membranes; Proton-exchange Membranes Fuel Cells; Radical Scavengers; Radical Species; Recent Progress"
"Recent advances in two-dimensional metal pnictogenide nanosheets and their nanohybrids with diverse energy applications","2025","EnergyChem","2","10.1016/j.enchem.2024.100139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210134014&doi=10.1016%2Fj.enchem.2024.100139&partnerID=40&md5=a33e6a602afaa6fd8fde4b51eb15ec63","Two-dimensional inorganic nanosheets have received prime attention because of their intriguing physicochemical properties and diverse functionalities. The reactivity and properties of inorganic nanosheets are influenced by their bonding characteristics and electronic structures. Consequently, controlling their chemical compositions and crystal structures can enhance the electrochemical and catalytic functionalities of these two-dimensional nanosheets. As an emerging family of inorganic nanosheets, two-dimensional transition metal pnictogenide nanosheets, characterized by highly covalent bonding, have attracted emerging attention owing to their excellent catalyst and electrode performances resulting from their high electrical conductivity, high surface reactivity, and high stability. Additionally, transition metal pnictogenide nanosheets are promising hybridization matrices that enhance various functionalities of hybridized species via the effective formation of interfacial coordinative bonds. This review highlights the exceptional advantages of transition metal pnictogenide nanosheets in developing efficient energy-functional materials, with an in-depth discussion of dominant governing factors for improving their performances. Depending on the synthesis methods and application fields, this review surveys a wide range of two-dimensional transition metal pnictogenide nanosheets and their nanohybrids, along with various characterization tools. Future research directions for designing and synthesizing high-performance metal-pnictogenide-nanosheet-based materials are discussed, providing valuable insights for optimizing their functionalities crucial for many energy applications. © 2024 Elsevier B.V., All rights reserved.","Electrical Conductivity; Hybridization; Metal Pnictogenides; Surface Reactivity; Two-dimensional Nanosheet; Covalent Bonds; Electric Conductivity; Nanoclay; Nanosheets; Physicochemical Properties; Electrical Conductivity; Energy Applications; Hybridisation; Inorganics; Metal Pnictogenides; Nanohybrids; Performance; Surface Reactivity; Two Dimensional Nanosheets; Two-dimensional; Crystal Structure"
